"Notes"	"County"	"County Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Yellowstone County, MT"	"30111"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	29	158437	18.3	12.3	26.3
	"Yellowstone County, MT"	"30111"	"Atherosclerotic heart disease"	"I25.1"	60	158437	37.9	28.9	48.7
	"Yellowstone County, MT"	"30111"	"Aortic (valve) stenosis"	"I35.0"	12	158437	7.6 (Unreliable)	3.9	13.2
	"Yellowstone County, MT"	"30111"	"Atrial fibrillation and flutter"	"I48"	21	158437	13.3	8.2	20.3
	"Yellowstone County, MT"	"30111"	"Congestive heart failure"	"I50.0"	39	158437	24.6	17.5	33.7
	"Yellowstone County, MT"	"30111"	"Heart failure, unspecified"	"I50.9"	15	158437	9.5 (Unreliable)	5.3	15.6
	"Adams County, NE"	"31001"	"Acute myocardial infarction, unspecified"	"I21.9"	29	31684	91.5	61.3	131.5
	"Adams County, NE"	"31001"	"Atherosclerotic heart disease"	"I25.1"	12	31684	37.9 (Unreliable)	19.6	66.2
	"Adams County, NE"	"31001"	"Congestive heart failure"	"I50.0"	20	31684	63.1	38.6	97.5
	"Buffalo County, NE"	"31019"	"Atherosclerotic heart disease"	"I25.1"	22	49383	44.5	27.9	67.4
	"Buffalo County, NE"	"31019"	"Congestive heart failure"	"I50.0"	14	49383	28.3 (Unreliable)	15.5	47.6
	"Cass County, NE"	"31025"	"Atherosclerotic heart disease"	"I25.1"	13	25767	50.5 (Unreliable)	26.9	86.3
	"Cuming County, NE"	"31039"	"Atherosclerotic heart disease"	"I25.1"	13	9016	144.2 (Unreliable)	76.8	246.6
	"Custer County, NE"	"31041"	"Atherosclerotic heart disease"	"I25.1"	12	10807	111.0 (Unreliable)	57.4	194.0
	"Dawson County, NE"	"31047"	"Atherosclerotic heart disease"	"I25.1"	13	23640	55.0 (Unreliable)	29.3	94.0
	"Dodge County, NE"	"31053"	"Atherosclerotic heart disease"	"I25.1"	21	36757	57.1	35.4	87.3
	"Douglas County, NE"	"31055"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	15	554995	2.7 (Unreliable)	1.5	4.5
	"Douglas County, NE"	"31055"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	19	554995	3.4 (Unreliable)	2.1	5.3
	"Douglas County, NE"	"31055"	"Acute myocardial infarction, unspecified"	"I21.9"	84	554995	15.1	12.1	18.7
	"Douglas County, NE"	"31055"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	20	554995	3.6	2.2	5.6
	"Douglas County, NE"	"31055"	"Atherosclerotic heart disease"	"I25.1"	215	554995	38.7	33.6	43.9
	"Douglas County, NE"	"31055"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	10	554995	1.8 (Unreliable)	0.9	3.3
	"Douglas County, NE"	"31055"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	17	554995	3.1 (Unreliable)	1.8	4.9
	"Douglas County, NE"	"31055"	"Other secondary pulmonary hypertension"	"I27.2"	12	554995	2.2 (Unreliable)	1.1	3.8
	"Douglas County, NE"	"31055"	"Aortic (valve) stenosis"	"I35.0"	26	554995	4.7	3.1	6.9
	"Douglas County, NE"	"31055"	"Endocarditis, valve unspecified"	"I38"	11	554995	2.0 (Unreliable)	1.0	3.5
	"Douglas County, NE"	"31055"	"Cardiomyopathy, unspecified"	"I42.9"	18	554995	3.2 (Unreliable)	1.9	5.1
	"Douglas County, NE"	"31055"	"Cardiac arrest, unspecified"	"I46.9"	18	554995	3.2 (Unreliable)	1.9	5.1
	"Douglas County, NE"	"31055"	"Atrial fibrillation and flutter"	"I48"	33	554995	5.9	4.1	8.4
	"Douglas County, NE"	"31055"	"Congestive heart failure"	"I50.0"	56	554995	10.1	7.6	13.1
	"Douglas County, NE"	"31055"	"Heart failure, unspecified"	"I50.9"	15	554995	2.7 (Unreliable)	1.5	4.5
	"Douglas County, NE"	"31055"	"Heart disease, unspecified"	"I51.9"	10	554995	1.8 (Unreliable)	0.9	3.3
	"Gage County, NE"	"31067"	"Acute myocardial infarction, unspecified"	"I21.9"	12	21799	55.0 (Unreliable)	28.4	96.2
	"Gage County, NE"	"31067"	"Atherosclerotic heart disease"	"I25.1"	16	21799	73.4 (Unreliable)	42.0	119.2
	"Gage County, NE"	"31067"	"Congestive heart failure"	"I50.0"	14	21799	64.2 (Unreliable)	35.1	107.8
	"Hall County, NE"	"31079"	"Acute myocardial infarction, unspecified"	"I21.9"	15	61705	24.3 (Unreliable)	13.6	40.1
	"Hall County, NE"	"31079"	"Atherosclerotic heart disease"	"I25.1"	28	61705	45.4	30.2	65.6
	"Hall County, NE"	"31079"	"Congestive heart failure"	"I50.0"	13	61705	21.1 (Unreliable)	11.2	36.0
	"Holt County, NE"	"31089"	"Atherosclerotic heart disease"	"I25.1"	13	10250	126.8 (Unreliable)	67.5	216.9
	"Keith County, NE"	"31101"	"Acute myocardial infarction, unspecified"	"I21.9"	11	8018	137.2 (Unreliable)	68.5	245.5
	"Lancaster County, NE"	"31109"	"Acute myocardial infarction, unspecified"	"I21.9"	48	309637	15.5	11.4	20.6
	"Lancaster County, NE"	"31109"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	19	309637	6.1 (Unreliable)	3.7	9.6
	"Lancaster County, NE"	"31109"	"Atherosclerotic heart disease"	"I25.1"	105	309637	33.9	27.4	40.4
	"Lancaster County, NE"	"31109"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	11	309637	3.6 (Unreliable)	1.8	6.4
	"Lancaster County, NE"	"31109"	"Aortic (valve) stenosis"	"I35.0"	13	309637	4.2 (Unreliable)	2.2	7.2
	"Lancaster County, NE"	"31109"	"Cardiomyopathy, unspecified"	"I42.9"	10	309637	3.2 (Unreliable)	1.5	5.9
	"Lancaster County, NE"	"31109"	"Atrial fibrillation and flutter"	"I48"	20	309637	6.5	3.9	10.0
	"Lancaster County, NE"	"31109"	"Congestive heart failure"	"I50.0"	67	309637	21.6	16.8	27.5
	"Lancaster County, NE"	"31109"	"Heart failure, unspecified"	"I50.9"	20	309637	6.5	3.9	10.0
	"Lincoln County, NE"	"31111"	"Acute myocardial infarction, unspecified"	"I21.9"	14	35550	39.4 (Unreliable)	21.5	66.1
	"Lincoln County, NE"	"31111"	"Atherosclerotic heart disease"	"I25.1"	26	35550	73.1	47.8	107.2
	"Lincoln County, NE"	"31111"	"Congestive heart failure"	"I50.0"	16	35550	45.0 (Unreliable)	25.7	73.1
	"Madison County, NE"	"31119"	"Acute myocardial infarction, unspecified"	"I21.9"	26	35015	74.3	48.5	108.8
	"Madison County, NE"	"31119"	"Atherosclerotic heart disease"	"I25.1"	22	35015	62.8	39.4	95.1
	"Madison County, NE"	"31119"	"Congestive heart failure"	"I50.0"	11	35015	31.4 (Unreliable)	15.7	56.2
	"Platte County, NE"	"31141"	"Acute myocardial infarction, unspecified"	"I21.9"	23	32861	70.0	44.4	105.0
	"Platte County, NE"	"31141"	"Congestive heart failure"	"I50.0"	11	32861	33.5 (Unreliable)	16.7	59.9
	"Richardson County, NE"	"31147"	"Atherosclerotic heart disease"	"I25.1"	13	8060	161.3 (Unreliable)	85.9	275.8
	"Sarpy County, NE"	"31153"	"Acute myocardial infarction, unspecified"	"I21.9"	22	179023	12.3	7.7	18.6
	"Sarpy County, NE"	"31153"	"Atherosclerotic heart disease"	"I25.1"	51	179023	28.5	21.2	37.5
	"Sarpy County, NE"	"31153"	"Congestive heart failure"	"I50.0"	15	179023	8.4 (Unreliable)	4.7	13.8
	"Saunders County, NE"	"31155"	"Acute myocardial infarction, unspecified"	"I21.9"	13	21038	61.8 (Unreliable)	32.9	105.7
	"Saunders County, NE"	"31155"	"Atherosclerotic heart disease"	"I25.1"	13	21038	61.8 (Unreliable)	32.9	105.7
	"Scotts Bluff County, NE"	"31157"	"Acute myocardial infarction, unspecified"	"I21.9"	11	36422	30.2 (Unreliable)	15.1	54.0
	"Scotts Bluff County, NE"	"31157"	"Atherosclerotic heart disease"	"I25.1"	28	36422	76.9	51.1	111.1
	"Scotts Bluff County, NE"	"31157"	"Congestive heart failure"	"I50.0"	11	36422	30.2 (Unreliable)	15.1	54.0
	"Seward County, NE"	"31159"	"Atherosclerotic heart disease"	"I25.1"	14	17284	81.0 (Unreliable)	44.3	135.9
	"Thayer County, NE"	"31169"	"Acute myocardial infarction, unspecified"	"I21.9"	11	5101	215.6 (Unreliable)	107.6	385.8
	"Washington County, NE"	"31177"	"Atherosclerotic heart disease"	"I25.1"	12	20603	58.2 (Unreliable)	30.1	101.7
	"York County, NE"	"31185"	"Atherosclerotic heart disease"	"I25.1"	13	13794	94.2 (Unreliable)	50.2	161.2
	"Churchill County, NV"	"32001"	"Acute myocardial infarction, unspecified"	"I21.9"	15	24198	62.0 (Unreliable)	34.7	102.2
	"Churchill County, NV"	"32001"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	14	24198	57.9 (Unreliable)	31.6	97.1
	"Churchill County, NV"	"32001"	"Atherosclerotic heart disease"	"I25.1"	33	24198	136.4	93.9	191.5
	"Clark County, NV"	"32003"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	116	2155664	5.4	4.4	6.4
	"Clark County, NV"	"32003"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	349	2155664	16.2	14.5	17.9
	"Clark County, NV"	"32003"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	22	2155664	1.0	0.6	1.5
	"Clark County, NV"	"32003"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	11	2155664	0.5 (Unreliable)	0.3	0.9
	"Clark County, NV"	"32003"	"Acute subendocardial myocardial infarction"	"I21.4"	21	2155664	1.0	0.6	1.5
	"Clark County, NV"	"32003"	"Acute myocardial infarction, unspecified"	"I21.9"	334	2155664	15.5	13.8	17.2
	"Clark County, NV"	"32003"	"Acute ischaemic heart disease, unspecified"	"I24.9"	10	2155664	0.5 (Unreliable)	0.2	0.9
	"Clark County, NV"	"32003"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	1044	2155664	48.4	45.5	51.4
	"Clark County, NV"	"32003"	"Atherosclerotic heart disease"	"I25.1"	1044	2155664	48.4	45.5	51.4
	"Clark County, NV"	"32003"	"Ischaemic cardiomyopathy"	"I25.5"	57	2155664	2.6	2.0	3.4
	"Clark County, NV"	"32003"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	30	2155664	1.4	0.9	2.0
	"Clark County, NV"	"32003"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	32	2155664	1.5	1.0	2.1
	"Clark County, NV"	"32003"	"Other secondary pulmonary hypertension"	"I27.2"	12	2155664	0.6 (Unreliable)	0.3	1.0
	"Clark County, NV"	"32003"	"Mitral (valve) insufficiency"	"I34.0"	12	2155664	0.6 (Unreliable)	0.3	1.0
	"Clark County, NV"	"32003"	"Aortic (valve) stenosis"	"I35.0"	58	2155664	2.7	2.0	3.5
	"Clark County, NV"	"32003"	"Endocarditis, valve unspecified"	"I38"	23	2155664	1.1	0.7	1.6
	"Clark County, NV"	"32003"	"Dilated cardiomyopathy"	"I42.0"	56	2155664	2.6	2.0	3.4
	"Clark County, NV"	"32003"	"Cardiomyopathy, unspecified"	"I42.9"	87	2155664	4.0	3.2	5.0
	"Clark County, NV"	"32003"	"Cardiac arrest, unspecified"	"I46.9"	698	2155664	32.4	30.0	34.8
	"Clark County, NV"	"32003"	"Atrial fibrillation and flutter"	"I48"	64	2155664	3.0	2.3	3.8
	"Clark County, NV"	"32003"	"Cardiac arrhythmia, unspecified"	"I49.9"	12	2155664	0.6 (Unreliable)	0.3	1.0
	"Clark County, NV"	"32003"	"Congestive heart failure"	"I50.0"	277	2155664	12.8	11.3	14.4
	"Clark County, NV"	"32003"	"Heart failure, unspecified"	"I50.9"	26	2155664	1.2	0.8	1.8
	"Clark County, NV"	"32003"	"Cardiovascular disease, unspecified"	"I51.6"	12	2155664	0.6 (Unreliable)	0.3	1.0
	"Clark County, NV"	"32003"	"Cardiomegaly"	"I51.7"	12	2155664	0.6 (Unreliable)	0.3	1.0
	"Clark County, NV"	"32003"	"Heart disease, unspecified"	"I51.9"	50	2155664	2.3	1.7	3.1
	"Douglas County, NV"	"32005"	"Acute myocardial infarction, unspecified"	"I21.9"	12	48020	25.0 (Unreliable)	12.9	43.7
	"Douglas County, NV"	"32005"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	21	48020	43.7	27.1	66.8
	"Douglas County, NV"	"32005"	"Atherosclerotic heart disease"	"I25.1"	42	48020	87.5	63.0	118.2
	"Elko County, NV"	"32007"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	15	52168	28.8 (Unreliable)	16.1	47.4
	"Elko County, NV"	"32007"	"Atherosclerotic heart disease"	"I25.1"	11	52168	21.1 (Unreliable)	10.5	37.7
	"Lyon County, NV"	"32019"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	12	53179	22.6 (Unreliable)	11.7	39.4
	"Lyon County, NV"	"32019"	"Acute myocardial infarction, unspecified"	"I21.9"	19	53179	35.7 (Unreliable)	21.5	55.8
	"Lyon County, NV"	"32019"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	31	53179	58.3	39.6	82.7
	"Lyon County, NV"	"32019"	"Atherosclerotic heart disease"	"I25.1"	49	53179	92.1	68.2	121.8
	"Lyon County, NV"	"32019"	"Congestive heart failure"	"I50.0"	10	53179	18.8 (Unreliable)	9.0	34.6
	"Nye County, NV"	"32023"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	12	43423	27.6 (Unreliable)	14.3	48.3
	"Nye County, NV"	"32023"	"Acute myocardial infarction, unspecified"	"I21.9"	19	43423	43.8 (Unreliable)	26.3	68.3
	"Nye County, NV"	"32023"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	50	43423	115.1	85.5	151.8
	"Nye County, NV"	"32023"	"Atherosclerotic heart disease"	"I25.1"	57	43423	131.3	99.4	170.1
	"Nye County, NV"	"32023"	"Cardiac arrest, unspecified"	"I46.9"	40	43423	92.1	65.8	125.4
	"Washoe County, NV"	"32031"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	32	453616	7.1	4.8	10.0
	"Washoe County, NV"	"32031"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	78	453616	17.2	13.6	21.5
	"Washoe County, NV"	"32031"	"Acute myocardial infarction, unspecified"	"I21.9"	96	453616	21.2	17.1	25.8
	"Washoe County, NV"	"32031"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	383	453616	84.4	76.0	92.9
	"Washoe County, NV"	"32031"	"Atherosclerotic heart disease"	"I25.1"	175	453616	38.6	32.9	44.3
	"Washoe County, NV"	"32031"	"Ischaemic cardiomyopathy"	"I25.5"	11	453616	2.4 (Unreliable)	1.2	4.3
	"Washoe County, NV"	"32031"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	14	453616	3.1 (Unreliable)	1.7	5.2
	"Washoe County, NV"	"32031"	"Other secondary pulmonary hypertension"	"I27.2"	13	453616	2.9 (Unreliable)	1.5	4.9
	"Washoe County, NV"	"32031"	"Aortic (valve) stenosis"	"I35.0"	23	453616	5.1	3.2	7.6
	"Washoe County, NV"	"32031"	"Atrial fibrillation and flutter"	"I48"	36	453616	7.9	5.6	11.0
	"Washoe County, NV"	"32031"	"Congestive heart failure"	"I50.0"	27	453616	6.0	3.9	8.7
	"Carson City, NV"	"32510"	"Acute myocardial infarction, unspecified"	"I21.9"	23	54742	42.0	26.6	63.0
	"Carson City, NV"	"32510"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	42	54742	76.7	55.3	103.7
	"Carson City, NV"	"32510"	"Atherosclerotic heart disease"	"I25.1"	55	54742	100.5	75.7	130.8
	"Belknap County, NH"	"33001"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	10	60779	16.5 (Unreliable)	7.9	30.3
	"Belknap County, NH"	"33001"	"Acute myocardial infarction, unspecified"	"I21.9"	33	60779	54.3	37.4	76.3
	"Belknap County, NH"	"33001"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	21	60779	34.6	21.4	52.8
	"Belknap County, NH"	"33001"	"Atherosclerotic heart disease"	"I25.1"	36	60779	59.2	41.5	82.0
	"Belknap County, NH"	"33001"	"Atrial fibrillation and flutter"	"I48"	10	60779	16.5 (Unreliable)	7.9	30.3
	"Belknap County, NH"	"33001"	"Congestive heart failure"	"I50.0"	20	60779	32.9	20.1	50.8
	"Carroll County, NH"	"33003"	"Acute myocardial infarction, unspecified"	"I21.9"	21	47289	44.4	27.5	67.9
	"Carroll County, NH"	"33003"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	15	47289	31.7 (Unreliable)	17.8	52.3
	"Carroll County, NH"	"33003"	"Atherosclerotic heart disease"	"I25.1"	32	47289	67.7	46.3	95.5
	"Carroll County, NH"	"33003"	"Congestive heart failure"	"I50.0"	11	47289	23.3 (Unreliable)	11.6	41.6
	"Cheshire County, NH"	"33005"	"Acute myocardial infarction, unspecified"	"I21.9"	23	75774	30.4	19.2	45.5
	"Cheshire County, NH"	"33005"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	21	75774	27.7	17.2	42.4
	"Cheshire County, NH"	"33005"	"Atherosclerotic heart disease"	"I25.1"	34	75774	44.9	31.1	62.7
	"Cheshire County, NH"	"33005"	"Aortic (valve) stenosis"	"I35.0"	11	75774	14.5 (Unreliable)	7.2	26.0
	"Cheshire County, NH"	"33005"	"Congestive heart failure"	"I50.0"	12	75774	15.8 (Unreliable)	8.2	27.7
	"Coos County, NH"	"33007"	"Acute myocardial infarction, unspecified"	"I21.9"	12	32039	37.5 (Unreliable)	19.4	65.4
	"Coos County, NH"	"33007"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	12	32039	37.5 (Unreliable)	19.4	65.4
	"Coos County, NH"	"33007"	"Atherosclerotic heart disease"	"I25.1"	21	32039	65.5	40.6	100.2
	"Coos County, NH"	"33007"	"Congestive heart failure"	"I50.0"	11	32039	34.3 (Unreliable)	17.1	61.4
	"Grafton County, NH"	"33009"	"Acute myocardial infarction, unspecified"	"I21.9"	25	88888	28.1	18.2	41.5
	"Grafton County, NH"	"33009"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	27	88888	30.4	20.0	44.2
	"Grafton County, NH"	"33009"	"Atherosclerotic heart disease"	"I25.1"	44	88888	49.5	36.0	66.5
	"Grafton County, NH"	"33009"	"Aortic (valve) stenosis"	"I35.0"	10	88888	11.3 (Unreliable)	5.4	20.7
	"Grafton County, NH"	"33009"	"Atrial fibrillation and flutter"	"I48"	12	88888	13.5 (Unreliable)	7.0	23.6
	"Grafton County, NH"	"33009"	"Congestive heart failure"	"I50.0"	18	88888	20.3 (Unreliable)	12.0	32.0
	"Hillsborough County, NH"	"33011"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	13	407761	3.2 (Unreliable)	1.7	5.5
	"Hillsborough County, NH"	"33011"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	20	407761	4.9	3.0	7.6
	"Hillsborough County, NH"	"33011"	"Acute myocardial infarction, unspecified"	"I21.9"	82	407761	20.1	16.0	25.0
	"Hillsborough County, NH"	"33011"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	85	407761	20.8	16.7	25.8
	"Hillsborough County, NH"	"33011"	"Atherosclerotic heart disease"	"I25.1"	190	407761	46.6	40.0	53.2
	"Hillsborough County, NH"	"33011"	"Ischaemic cardiomyopathy"	"I25.5"	12	407761	2.9 (Unreliable)	1.5	5.1
	"Hillsborough County, NH"	"33011"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	11	407761	2.7 (Unreliable)	1.3	4.8
	"Hillsborough County, NH"	"33011"	"Aortic (valve) stenosis"	"I35.0"	33	407761	8.1	5.6	11.4
	"Hillsborough County, NH"	"33011"	"Cardiomyopathy, unspecified"	"I42.9"	13	407761	3.2 (Unreliable)	1.7	5.5
	"Hillsborough County, NH"	"33011"	"Cardiac arrest, unspecified"	"I46.9"	12	407761	2.9 (Unreliable)	1.5	5.1
	"Hillsborough County, NH"	"33011"	"Atrial fibrillation and flutter"	"I48"	44	407761	10.8	7.8	14.5
	"Hillsborough County, NH"	"33011"	"Congestive heart failure"	"I50.0"	101	407761	24.8	19.9	29.6
	"Hillsborough County, NH"	"33011"	"Heart failure, unspecified"	"I50.9"	12	407761	2.9 (Unreliable)	1.5	5.1
	"Hillsborough County, NH"	"33011"	"Cardiovascular disease, unspecified"	"I51.6"	27	407761	6.6	4.4	9.6
	"Merrimack County, NH"	"33013"	"Acute myocardial infarction, unspecified"	"I21.9"	57	148582	38.4	29.1	49.7
	"Merrimack County, NH"	"33013"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	29	148582	19.5	13.1	28.0
	"Merrimack County, NH"	"33013"	"Atherosclerotic heart disease"	"I25.1"	93	148582	62.6	50.5	76.7
	"Merrimack County, NH"	"33013"	"Atrial fibrillation and flutter"	"I48"	17	148582	11.4 (Unreliable)	6.7	18.3
	"Merrimack County, NH"	"33013"	"Congestive heart failure"	"I50.0"	25	148582	16.8	10.9	24.8
	"Rockingham County, NH"	"33015"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	17	303251	5.6 (Unreliable)	3.3	9.0
	"Rockingham County, NH"	"33015"	"Acute myocardial infarction, unspecified"	"I21.9"	58	303251	19.1	14.5	24.7
	"Rockingham County, NH"	"33015"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	74	303251	24.4	19.2	30.6
	"Rockingham County, NH"	"33015"	"Atherosclerotic heart disease"	"I25.1"	150	303251	49.5	41.5	57.4
	"Rockingham County, NH"	"33015"	"Other secondary pulmonary hypertension"	"I27.2"	10	303251	3.3 (Unreliable)	1.6	6.1
	"Rockingham County, NH"	"33015"	"Aortic (valve) stenosis"	"I35.0"	18	303251	5.9 (Unreliable)	3.5	9.4
	"Rockingham County, NH"	"33015"	"Cardiomyopathy, unspecified"	"I42.9"	14	303251	4.6 (Unreliable)	2.5	7.7
	"Rockingham County, NH"	"33015"	"Cardiac arrest, unspecified"	"I46.9"	18	303251	5.9 (Unreliable)	3.5	9.4
	"Rockingham County, NH"	"33015"	"Atrial fibrillation and flutter"	"I48"	28	303251	9.2	6.1	13.3
	"Rockingham County, NH"	"33015"	"Congestive heart failure"	"I50.0"	76	303251	25.1	19.7	31.4
	"Rockingham County, NH"	"33015"	"Heart failure, unspecified"	"I50.9"	12	303251	4.0 (Unreliable)	2.0	6.9
	"Strafford County, NH"	"33017"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	15	127428	11.8 (Unreliable)	6.6	19.4
	"Strafford County, NH"	"33017"	"Acute myocardial infarction, unspecified"	"I21.9"	25	127428	19.6	12.7	29.0
	"Strafford County, NH"	"33017"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	23	127428	18.0	11.4	27.1
	"Strafford County, NH"	"33017"	"Atherosclerotic heart disease"	"I25.1"	67	127428	52.6	40.7	66.8
	"Strafford County, NH"	"33017"	"Atrial fibrillation and flutter"	"I48"	16	127428	12.6 (Unreliable)	7.2	20.4
	"Strafford County, NH"	"33017"	"Congestive heart failure"	"I50.0"	19	127428	14.9 (Unreliable)	9.0	23.3
	"Sullivan County, NH"	"33019"	"Acute myocardial infarction, unspecified"	"I21.9"	20	43004	46.5	28.4	71.8
	"Sullivan County, NH"	"33019"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	11	43004	25.6 (Unreliable)	12.8	45.8
	"Sullivan County, NH"	"33019"	"Atherosclerotic heart disease"	"I25.1"	19	43004	44.2 (Unreliable)	26.6	69.0
